,entity,label,count
3207,"('Alo', 'Raun')",PER,1
3208,"('N',)",ORG,1
3209,"('Venemaad',)",LOC,1
3210,"('Viljandi', 'Kultuurikolledzhi')",ORG,1
3211,"('Anzori', 'Barkalaja')",PER,1
3212,"('Raun',)",PER,1
3213,"('Eesti', 'riigile')",LOC,1
3214,"('Katrin', 'Kivimaa')",PER,1
3215,"('Leeds',)",ORG,1
3216,"('Tallinnas', 'Tõnismäel')",LOC,1
3217,"('Tõnismäel',)",PER,1
3218,"('Marxi',)",PER,1
3219,"('Pille', 'Liimal')",PER,1
3220,"('Põlva-',)",LOC,1
3221,"('KOOLIDE',)",PER,1
3222,"('Andres', 'Laasik')",PER,1
3223,"('Margus', 'Saar')",PER,1
3224,"('Jõelähtme',)",LOC,2
3225,"('Saue', 'vallas')",LOC,1
3226,"('Toompeal',)",ORG,1
3227,"('Regionaalarengu', 'Sihtasutuse')",ORG,1
3228,"('Harju', 'maavalitsuse')",ORG,1
3229,"('Heli', 'Kirikali')",PER,1
3230,"('Kai', 'Kelder')",PER,1
3231,"('EPL',)",ORG,3
3232,"('Ülo', 'Uder')",PER,1
3233,"('Ttü', 'Dotsent')",ORG,1
3234,"('Jüri', 'Ratas')",PER,1
3235,"('Saksamaa', 'siseministeeriumi')",ORG,1
3236,"('USA-s',)",LOC,1
3237,"('Ilona', 'Leiva')",PER,1
3238,"('Leib',)",PER,1
3239,"('Kaitsepolitsei',)",ORG,1
3240,"('Hannes', 'Kondi')",PER,1
3241,"('Kont',)",PER,1
3242,"('Antti', 'Naulainen')",PER,1
3243,"('Urmas', 'Eero')",PER,1
3244,"('Cisco',)",ORG,1
3245,"('Intel',)",ORG,1
3246,"('HomePlug', 'Powerline', 'Alliance')",ORG,1
3247,"('Ivo', 'Remmelg')",PER,1
3248,"('Ascom',)",ORG,2
3249,"('ADSLi',)",ORG,2
3250,"('Islandi',)",LOC,1
3251,"('Singapuri',)",LOC,2
3252,"('DiAx', 'Holding', 'AG')",ORG,1
3253,"('Singapuris',)",LOC,1
3254,"('Ascomilt',)",LOC,1
3255,"('Ascom',)",PER,3
3256,"('Remmelg',)",PER,5
3257,"('Eero',)",PER,1
3258,"('Rammelg',)",PER,1
3259,"('ADSL',)",ORG,1
3260,"('Põhja-Ameerikas',)",LOC,1
3261,"('Ida-Euroopas',)",LOC,1
3262,"('Peep', 'Põldsamm')",PER,1
3263,"('Põldsammi',)",PER,2
3264,"('Põldsamm',)",PER,1
3265,"('Ahti', 'Leppik')",PER,1
3266,"('Bsa', 'Eesti', 'Komitee', 'Koordinaator')",ORG,1
3267,"('Henrik', 'Roonemaa')",PER,2
3268,"('Ericssoni',)",ORG,1
3269,"('Bluetooth',)",ORG,3
3270,"('Bluetooth',)",PER,1
3271,"('Bluetoothi',)",ORG,1
3272,"('Miami', ""Vice'ist"")",ORG,1
3273,"('Bluetoothiga',)",ORG,1
3274,"('Ericsson',)",ORG,1
3275,"('Eesti', 'Telefon')",ORG,1
3276,"('Netifoni',)",ORG,1
3277,"('Bill',)",PER,1
3278,"('Gates',)",PER,2
3279,"('Xboxilt',)",LOC,1
3280,"('Sony', 'Playstation')",PER,1
3281,"('Microsofti', 'Xboxi')",ORG,1
3282,"('Seamus', 'Blackley')",PER,1
3283,"('Disney',)",PER,1
3284,"('Toy', 'Story')",PER,1
3285,"('Blackley',)",PER,1
3286,"('Microsoft',)",ORG,2
3287,"('Xboxi',)",PER,1
3288,"('Lucas', 'Arts')",PER,1
3289,"('Acclaim',)",PER,1
3290,"('Sierra', 'Studios')",PER,1
3291,"('Infrogames', ',', 'Eidos')",LOC,1
3292,"('ID', 'Software', 'Xboxi')",ORG,1
3293,"('Quake', 'IV')",PER,1
3294,"('Unreal', 'Tournamenti', 'Xboxi')",ORG,1
3295,"('Xbox',)",PER,1
3296,"('Playstation',)",PER,1
3297,"('The', 'Register')",PER,2
3298,"(""King's"", ""College'i"")",PER,1
3299,"('Helen', 'Eelrand')",PER,1
3300,"('Kellit', 'muusikakooli')",ORG,1
3301,"('Karin', 'Kasemets')",PER,1
3302,"('Karini',)",PER,2
3303,"('Kersti',)",PER,7
3304,"('Audentese', 'Erakooli')",ORG,1
3305,"('Kiisalt', 'linna')",LOC,1
3306,"('Audenteses',)",LOC,1
3307,"('Paul-Kristjani',)",PER,1
3308,"('Toomas', 'Kirt')",PER,1
3309,"('Audentese',)",ORG,1
3310,"('Anu', 'Ott')",PER,1
3311,"('Antti', 'Oolo')",PER,1
3312,"('Tallinna-Tartu-Tallinna',)",LOC,1
3313,"('Tallinna-Narva-Tallinna',)",LOC,1
3314,"('Signe', 'Vihtre')",PER,1
3315,"('Aap', 'Tänava')",PER,1
3316,"('LIGI',)",PER,1
3317,"('SÕNUL',)",PER,1
3318,"('Ligi',)",PER,2
3319,"('Priit', 'Põiklik')",PER,2
3320,"('Põiklik',)",PER,2
3321,"('Toivo', 'Leht')",PER,1
3322,"('Lehe',)",PER,1
3323,"('Edelarautee',)",ORG,1
3324,"('Eesti', 'Vedurijuhtide', 'Ametiühingute', 'Liidu')",ORG,1
3325,"('Tõnu', 'Väät')",PER,1
3326,"('Tallinna', 'Tehnikaülikooli')",ORG,1
3327,"('Jüri', 'Laving')",PER,1
3328,"('Laving',)",PER,1
3329,"('Politseiameti',)",ORG,1
3330,"('Artur',)",PER,1
3331,"('Helve',)",PER,1
3332,"('Mustamäe', 'haiglasse')",ORG,1
3333,"('Arturil',)",PER,1
3334,"('Viktori',)",PER,1
3335,"('Vladimiri',)",PER,1
3336,"('Merike',)",PER,2
3337,"('Rakvere', 'haiglasse', '.')",ORG,1
3338,"('Põhja', 'Politseiosakonna')",ORG,1
3339,"('Vladimirile',)",ORG,1
3340,"('Danil',)",PER,1
3341,"('VIP-ide',)",ORG,1
3342,"('Arrowsile',)",PER,1
3343,"('Arows',)",PER,1
3344,"('Birminghami',)",LOC,2
3345,"('Arrowsi',)",ORG,1
3346,"('Tom', 'Walkinshaw')",PER,1
3347,"('Arrowsi',)",LOC,2
3348,"('Kimi', 'Räikkönen')",PER,2
3349,"('Antonia', 'Pizzonial')",PER,1
3350,"('Inglismaa', 'F3')",ORG,1
3351,"('Antonio', 'Pizzonia')",PER,1
3352,"('Pizzonia',)",PER,3
3353,"('Bruno', 'Junqueira')",PER,1
3354,"('Carl', 'Gerrish')",PER,1
3355,"('Antonia',)",PER,1
3356,"('Antonio',)",PER,1
3357,"('F1-s',)",LOC,1
3358,"('Gerrish',)",PER,1
3359,"('Pizzoniat',)",PER,1
3360,"('Minardi',)",PER,2
3361,"('Antoniole',)",PER,1
3362,"('Gastonit',)",PER,1
3363,"('PSN',)",ORG,1
3364,"('Prantsusmaal',)",LOC,2
3365,"('Alesi',)",PER,1
3366,"('Alain', 'Prosti')",PER,1
3367,"('Mazzacane',)",PER,3
3368,"('Mazzacane', 'Minardi')",PER,1
3369,"('Austraalias',)",LOC,2
3370,"('Mazzacanesse',)",PER,1
3371,"('Gaston', 'Mazzacanet')",PER,1
3372,"('Prosti',)",PER,2
3373,"('Jean', 'Alesilt')",PER,1
3374,"('Mazzacanele',)",ORG,1
3375,"('Magny', 'Coursis')",PER,1
3376,"('Prost-Ferrari',)",LOC,1
3377,"('La',)",LOC,1
3378,"('Platas',)",LOC,1
3379,"('Argentiinas',)",LOC,1
3380,"('Vallline',)",PER,1
3381,"('Jerezis', 'Ralf', 'Schumacher')",PER,1
3382,"('Benettoni', 'Fisichella')",PER,1
3383,"('Giancarlo', 'Fisichella')",PER,1
3384,"('Williamsi',)",PER,1
3385,"('Ralf', 'Schumacher')",PER,1
3386,"('Jenson', 'Button')",PER,1
3387,"('BAR',)",PER,1
3388,"(""Silverstone's"",)",LOC,1
3389,"('Arrowsi', 'Jos', 'Verstappenit')",PER,1
3390,"('Nick', 'Heidfeld')",PER,1
3391,"('Räikkönen',)",PER,1
3392,"('Giancarlo', 'Fisichella', 'Benetton')",PER,1
3393,"('Ralf', 'Schumacher', 'Williams')",PER,1
3394,"('Marc', 'Gene', 'Williams')",PER,1
3395,"('Silverstone',)",PER,1
3396,"('Olivier', 'Panis')",PER,1
3397,"('BAR',)",ORG,1
3398,"('Eddie',)",PER,1
3399,"('Irvine', 'Jaguar')",ORG,1
3400,"('Jos', 'Verstappen', 'Arrows')",PER,1
3401,"('Detroidi',)",LOC,5
3402,"('Auto.com',)",ORG,2
3403,"('Audi', 'TT')",ORG,1
3404,"(""Crossfire'i"",)",PER,1
3405,"('Conner', 'Avenue')",PER,1
3406,"('Plymouth', 'Prowlereid')",ORG,1
3407,"('Dodge', 'Vipereid')",PER,1
3408,"('Infiniti', 'FX45')",ORG,1
3409,"('DOHC', 'V8')",ORG,1
3410,"('ETAle', 'Ringo')",ORG,1
3411,"('Nissan', 'Balti', 'ASist', '.')",ORG,1
3412,"('Infiniti',)",ORG,1
3413,"('V8',)",ORG,1
3414,"('Poola',)",LOC,2
3415,"('France', 'Press')",ORG,1
3416,"('Saksa-',)",LOC,1
3417,"('Dresdeni',)",LOC,1
3418,"('Toyota', 'Land', 'Cruiser')",ORG,1
3419,"('Motor', 'Trend')",ORG,1
3420,"('Chevrolet',)",PER,1
3421,"('Trac',)",PER,1
3422,"('GMC', 'Sierra', 'HD')",ORG,1
3423,"('Mazda',)",PER,1
3424,"('Nissan', 'Frontier')",PER,1
3425,"('Toyota', 'Tacoma')",PER,1
3426,"('S-', 'Runner')",ORG,1
3427,"('Veerenni',)",LOC,1
3428,"('Merko', 'Ehitus')",ORG,1
3429,"('ETAle', 'Subarut')",ORG,1
3430,"('AS', 'Mariine', 'Auto')",ORG,2
3431,"('Toomas', 'Saarelaid')",PER,2
3432,"('Saarelaid',)",PER,1
3433,"('Subaru', 'Imprezat')",PER,1
3434,"('Subaru', 'Outbacki')",PER,1
3435,"('Marko', 'Märtinile')",PER,1
3436,"('Ameerika', 'Autoassotsiatsiooni')",ORG,1
3437,"('AAA',)",ORG,2
3438,"('New', 'Car')",PER,2
3439,"('Truck', 'Buying', ""Guide'i"")",PER,2
3440,"('Nissan', 'Sentra')",PER,1
3441,"('Chrysler', 'Sebring')",PER,1
3442,"('Buick', 'LeSabre')",PER,1
3443,"('Volvo', 'Cross-Country')",PER,1
3444,"('Cadillac', 'DeVille')",ORG,1
3445,"('Dodge', 'Grand', 'Caravani')",PER,1
3446,"('Nissan', 'Xterra')",PER,1
3447,"('GMC', 'Yukon', 'Denali')",ORG,1
3448,"('Dave', 'Van', ""Sickle'i"")",PER,1
3449,"('AAAl',)",ORG,1
3450,"('Lõuna-Korea',)",LOC,2
3451,"('Hyunday', 'Motor', 'Co')",ORG,1
3452,"('Hyundai', 'Motor', 'America')",ORG,1
3453,"('Finbarr', 'O', ""'"", 'Neill')",PER,1
3454,"('Mark', 'Barclay')",PER,1
3455,"('Hyundaide',)",ORG,1
3456,"('Bostoni',)",LOC,1
3457,"('Richard', 'Pyo')",PER,1
3458,"('Korea',)",LOC,1
3459,"('Aasia',)",LOC,2
3460,"('Coupé',)",PER,2
3461,"('Brasiilias',)",LOC,1
3462,"('Sao', 'Paulos')",ORG,1
3463,"('Sao', 'Paulo')",LOC,1
3464,"('JA', 'MILLAL')",PER,1
3465,"('Audi', 'A4')",ORG,1
3466,"('Avant',)",PER,1
3467,"('A3-le',)",ORG,1
3468,"('A6-le',)",ORG,1
3469,"('C5',)",ORG,1
3470,"('Sebring',)",ORG,1
3471,"('Stratust',)",LOC,1
3472,"('Jeep', 'Cherokee')",PER,1
3473,"('Tacuma',)",PER,1
3474,"('Lanos',)",PER,1
3475,"('Fiati',)",ORG,1
3476,"('Mondeo',)",ORG,1
3477,"('Maverick',)",PER,1
3478,"('Honda',)",LOC,1
3479,"('CR-V',)",ORG,1
3480,"('Civic',)",PER,1
3481,"('Stream',)",PER,1
3482,"('Genfi',)",LOC,1
3483,"('S-Type', 'Sport')",ORG,1
3484,"('Lada',)",PER,1
3485,"('Land', 'Rover')",ORG,1
3486,"('Range', 'Roveri')",PER,1
3487,"('IS300',)",ORG,1
3488,"('Toomas', 'Vabamäe')",PER,1
3489,"('Mmerlele',)",ORG,1
3490,"('Mmairele', 'Rrakverest')",ORG,1
3491,"('Tõnis',)",PER,4
3492,"('Birgit', 'Püve')",PER,1
3493,"('Tõnis', 'Erilaiu')",PER,1
3494,"('Erilaid',)",PER,19
3495,"('Sovetskii', 'Voin')",ORG,1
3496,"('Erilaiul',)",PER,3
3497,"('Erilaiule',)",PER,1
3498,"('Väino', 'Koorberg')",PER,1
3499,"('SL', 'Õhtulehe')",ORG,1
3500,"('Erilaiu',)",PER,1
3501,"('Inei',)",ORG,1
3502,"('Koorberg',)",PER,2
3503,"('ERILAID',)",PER,2
3504,"('Valter', 'Ojakäär')",PER,1
3505,"('Ja', 'Ojakäär')",PER,1
3506,"('EKP', 'Keskkomitee')",ORG,1
3507,"('TÜ',)",ORG,4
3508,"('Maarja', 'Lõhmus')",PER,1
3509,"('Eesti', 'Raadiot')",ORG,1
3510,"('Erilaidu',)",PER,1
3511,"('Mari-tervitab-Jüri',)",PER,1
3512,"('Kirsti', 'Vainküla')",PER,2
3513,"('Soovisaade',)",LOC,1
3514,"('Õhtulehe',)",ORG,1
3515,"('Kirsti',)",PER,3
3516,"('Tõnis', 'Erilaid')",PER,3
3517,"('Tõnisega',)",PER,1
3518,"('Erki', 'Berends')",PER,2
3519,"('Kuku', 'raadiost')",ORG,1
3520,"('Vainküla',)",PER,3
3521,"('Akadeemia',)",ORG,1
3522,"('Ain', 'Kaalepiga')",PER,1
3523,"('Kaalep',)",PER,2
3524,"('Kaalepi',)",PER,1
3525,"('Jüri', 'Pino')",PER,1
3526,"('SL', 'Õhtuleht')",ORG,1
3527,"('Charles', 'Bukowski')",PER,1
3528,"('Sauter',)",ORG,1
3529,"('Kender',)",PER,1
3530,"('Pino',)",PER,1
3531,"('Ameerikast',)",LOC,4
3532,"('Buicki',)",LOC,1
3533,"('Radio', 'Mafia')",ORG,1
3534,"('Buick',)",PER,2
3535,"('Klara-varastas-Karlilt-koralli-aga-Karl-Klaralt-klarneti',)",ORG,1
3536,"('Berends',)",PER,1
3537,"('Kukus',)",PER,1
3538,"('Merlis', 'Nõgene')",PER,1
3539,"('Nõgene',)",PER,1
3540,"('Jüri', 'Pinole')",PER,1
3541,"('Kuku', 'raadio')",ORG,1
3542,"('Tõnise',)",PER,1
3543,"('Raadio', 'Erilaid')",ORG,1
3544,"('Lehe', 'Erilaiu')",ORG,1
3545,"('Õhtulehes',)",ORG,1
3546,"('Elizabeth', 'II')",PER,1
3547,"('Margaret',)",PER,3
3548,"('Edward', 'II')",PER,1
3549,"('Sandringhamis',)",LOC,1
3550,"('Margareti',)",PER,1
3551,"('Komimaal',)",LOC,1
3552,"('Netiagentuur', 'Rossija-Regionõ')",PER,1
3553,"('Sõktõvkari',)",LOC,1
3554,"('Sõktõvkari', 'tehase')",ORG,1
3555,"('Tamara', 'Romantšuk')",PER,1
3556,"('Komi',)",LOC,1
3557,"('Juri', 'Spiridonovilt')",PER,1
3558,"('Netiagentuur', 'Rossija-Reginõ')",PER,1
3559,"('Kaug-Idas', 'Petropavlovsk-Kamtšatskis')",LOC,1
3560,"('Šadrin',)",PER,1
3561,"('Britney', 'Spears')",PER,1
3562,"('Florida',)",ORG,1
3563,"('Katherine', 'Harrise')",PER,1
3564,"('Spears',)",PER,1
3565,"('I', 'Did', 'it', 'Again')",ORG,1
3566,"('Oops',)",PER,1
3567,"('mr .', 'Blackwell')",PER,1
3568,"('Harris',)",LOC,1
3569,"('Florida', 'osariigis')",LOC,1
3570,"('Christina', 'Aguilera')",PER,1
3571,"('Blackwelli',)",PER,1
3572,"('Björki',)",PER,1
3573,"(""Alice'iks"", 'Äpardustemaal')",PER,1
3574,"('Material', 'Girl')",PER,1
3575,"('Elizabeth', 'Hurley')",PER,1
3576,"('Blackwell',)",PER,1
3577,"('Angelina', 'Jolie')",PER,1
3578,"('Courtney', 'Love')",PER,1
3579,"('Mariah', 'Carey')",PER,1
3580,"('Jennifer', 'Lopez')",PER,1
3581,"('Malaisia',)",LOC,1
3582,"('Abdul', 'Muin', 'Hamidil')",PER,1
3583,"('Suhaida',)",PER,2
3584,"('Rohaya',)",ORG,1
3585,"('Abdul', 'Muin')",PER,3
3586,"('New', 'Straits', 'Timesile')",ORG,1
3587,"('Põhja-Malaisias', 'Kedahi', 'osariigis')",LOC,1
3588,"('Rohaya', 'Romliga')",PER,1
3589,"('Michael', 'Jackson')",PER,1
3590,"('Jacksoni',)",PER,2
3591,"('Cheri', 'Fein')",PER,1
3592,"('New', 'Yorgi', 'Carnegie', 'Hallis')",ORG,1
3593,"('Kids',)",PER,1
3594,"('Shmuley', 'Boteach')",PER,1
3595,"('Epic', 'Records')",ORG,1
3596,"('HIStoryt',)",PER,1
3597,"('Jacksonite',)",PER,1
3598,"('Randy',)",PER,1
3599,"('Jermaine',)",PER,1
3600,"('Marlon',)",PER,1
3601,"('Tito',)",PER,1
3602,"('Jackie',)",PER,1
3603,"('Modern', 'Records')",ORG,1
3604,"('Randy', 'Jackson')",PER,1
3605,"('Hillary',)",PER,1
3606,"('Socksi',)",LOC,2
3607,"('Valge', 'Maja')",ORG,2
3608,"('Jake', 'Siewert')",PER,1
3609,"('Clintonit', 'Michigani')",PER,1
3610,"('Illinoisi', 'osariigis')",LOC,1
3611,"('Clintonid',)",PER,1
3612,"('Socks',)",PER,4
3613,"('Betty', ""Currie'le"")",PER,1
3614,"('Valgesse', 'Majja')",ORG,1
3615,"(""Arkansas'st"",)",LOC,1
3616,"('Clintonitega',)",PER,1
3617,"('Stanfordi', 'ülikoolis')",ORG,1
3618,"('Chelseat',)",PER,1
3619,"(""Currie'le"",)",PER,1
3620,"('Hillary', 'Clinton')",PER,1
3621,"('Socks', 'Clintonite')",PER,1
3622,"('Georgetowni',)",LOC,1
3623,"('Buddy',)",PER,3
3624,"('Chappaqua',)",LOC,1
3625,"('Clintonite',)",PER,1
3626,"('Buddyga',)",PER,1
3627,"('Siewert',)",PER,1
3628,"('Erki', 'Silvet')",PER,1
3629,"('Leonid', 'Kordejeviga')",PER,1
3630,"('Silvet',)",PER,1
3631,"('Eesti', 'justiitsministeeriumis')",ORG,2
3632,"('Priit', 'Vare')",PER,1
3633,"('Ekspress',)",ORG,1
3634,"('Janek', 'Mäggi')",PER,3
3635,"('Ülle', 'Liiberi')",PER,1
3636,"('Viimsi', 'keskkooli')",ORG,1
3637,"('Kersti', 'Ojassalu')",PER,1
3638,"('Ojassalu',)",PER,2
3639,"('Alpid',)",ORG,1
3640,"('Jeesust',)",PER,1
3641,"('Jeesus',)",PER,1
3642,"('Elbe', 'jõgi')",LOC,3
3643,"('Elbe',)",PER,1
3644,"('Strasbourg',)",LOC,3
3645,"('Holland',)",LOC,1
3646,"('Joonia', 'meri')",LOC,4
3647,"('Aadria', 'mere')",LOC,2
3648,"('Moldova',)",LOC,3
3649,"('Ungari',)",LOC,1
3650,"('Jugoslaavia', 'vabariigi')",LOC,1
3651,"('Makedooniaga',)",LOC,1
3652,"('Bern',)",LOC,4
3653,"('Berni',)",LOC,1
3654,"('Gröönimaal',)",LOC,1
3655,"('Pakosta', 'Berni')",PER,1
3656,"('Mäggi',)",PER,3
3657,"('Doonau',)",LOC,1
3658,"(""Strasbourg'i"",)",LOC,2
3659,"('Makedoonia',)",LOC,3
3660,"('Aafrika',)",LOC,2
3661,"('Laar',)",PER,3
3662,"('Elbe',)",LOC,1
3663,"('Itaaliale',)",LOC,1
3664,"('Shveits',)",LOC,1
3665,"('Laari',)",PER,1
3666,"('Laarile',)",PER,1
3667,"('Laaril',)",PER,1
3668,"('P. S.', 'Eesti', 'Ekspressi')",ORG,1
3669,"('Joonia', 'mere')",LOC,1
3670,"('Elbe', 'jõe')",LOC,1
3671,"('Luksemburgi',)",LOC,1
3672,"('Peeter', 'Päll')",PER,1
3673,"('Nõukogude', 'Liidu')",LOC,1
3674,"('Kõrgõõsia',)",ORG,1
3675,"('Päll',)",PER,1
3676,"('Lviv',)",PER,1
3677,"('Lvov',)",LOC,1
3678,"('Pälli',)",PER,1
3679,"('Bavaaria',)",PER,1
3680,"('Baieriga',)",PER,1
3681,"('Märt', 'Milter')",PER,2
3682,"('Tallinn', 'Inna', 'Roos')",ORG,1
3683,"('Tatjana',)",PER,5
3684,"('Seltskond',)",ORG,2
3685,"('Valeri', 'Kirss')",PER,2
3686,"('Inna', 'Roos')",PER,5
3687,"('Piret',)",PER,3
3688,"('Pille', 'Minev')",PER,2
3689,"('Pille',)",PER,6
3690,"('TV3',)",ORG,1
3691,"('Bingo', 'Pillena')",PER,1
3692,"('Külli',)",PER,1
3693,"('Kreegiga', 'Bingoloto')",ORG,1
3694,"('Pillet',)",PER,1
3695,"('Maarja', 'Mänd')",PER,1
3696,"('Iris', 'Saluri')",PER,1
3697,"('Saluri',)",PER,1
3698,"('Kanal', '2s')",ORG,1
3699,"('Ervin', 'Abel')",PER,5
3700,"('Hendrik', 'Krumm')",PER,1
3701,"('Sulev', 'Nõmmik')",PER,4
3702,"('Abel',)",PER,9
3703,"('Orissaare',)",ORG,1
3704,"('Nõmmik',)",PER,6
3705,"('Abeli',)",PER,2
3706,"('Tallinnas', 'Tammsaare')",LOC,1
3707,"('Ervin',)",PER,15
3708,"('Tamara', 'Abel')",PER,2
3709,"('Ervinile',)",PER,2
3710,"('Sulev', 'Nõmmikule')",PER,1
3711,"('Sulev',)",PER,8
3712,"('Erviniga',)",PER,2
3713,"('Tamara',)",PER,15
3714,"('Ervini',)",ORG,3
3715,"('Ervini',)",PER,1
3716,"('Margusel',)",PER,1
3717,"('Tamaralt',)",PER,1
3718,"('Tamaral',)",PER,5
3719,"('Eesti', 'Televisiooni')",ORG,1
3720,"('Moidela', 'Tõnisson')",PER,1
3721,"('Moidelat',)",PER,1
3722,"('Moidela',)",PER,1
3723,"('Kõhetu', 'Abel')",PER,1
3724,"('Kiirest',)",PER,1
3725,"('Ervin', 'Abelile')",PER,1
3726,"('Oskar', 'Lutsu')",PER,2
3727,"('Kiire',)",ORG,1
3728,"('Eesti', 'Draamateatrist')",ORG,1
3729,"('Ervin', 'Abeli')",PER,1
3730,"('Ervinil',)",PER,1
3731,"('""', 'Elukooli', 'õppemaks')",ORG,1
3732,"('Asta', 'Loti')",PER,1
3733,"('Tiina', 'Abeliga')",PER,1
3734,"('Linda', 'Rummoks')",PER,1
3735,"('Ita', 'Everiks')",PER,1
3736,"('Ervin', 'teatrist')",ORG,1
3737,"('Suleviga',)",PER,1
3738,"('Võrtsjärve',)",LOC,1
3739,"('Sulevil',)",PER,1
3740,"('Estonias',)",LOC,2
3741,"('Nahkhiir',)",PER,1
3742,"('Abelile',)",PER,1
3743,"('Olev', 'Eskola')",PER,1
3744,"('Aino', 'Talvi')",PER,1
3745,"('Linda', 'Rummo')",ORG,1
3746,"('Margus',)",PER,4
3747,"('Tamara', 'Abeli')",PER,1
3748,"('Birgit',)",PER,1
3749,"('Nõmmikut',)",PER,1
3750,"('Ervinilt',)",PER,1
3751,"('Sulev', 'Nõmmikul')",PER,1
3752,"('TRA', 'Draamateatri')",ORG,1
3753,"('ENSV', 'Riiklikus', 'Filharmoonias')",ORG,1
3754,"('Tallinna', 'Koreograafiakooli')",ORG,1
3755,"('Annabel', 'Chongi')",PER,10
3756,"('Annabel', 'Chong')",PER,3
3757,"('Houston',)",PER,3
3758,"('Metro',)",ORG,1
3759,"('Houston',)",ORG,2
3760,"('Ron', 'Jeremy')",PER,1
3761,"('Nicole',)",PER,1
3762,"('Chong',)",PER,1
3763,"('Grace', 'Quek')",PER,1
3764,"('Lõuna-California', 'ülikoolis')",ORG,1
3765,"('Chongi',)",PER,6
3766,"(""Sundance'i"",)",LOC,1
3767,"('St', 'Claire')",ORG,2
3768,"('USA', 'Neitsisaartel')",ORG,1
3769,"('Jasmine',)",PER,1
3770,"('St', ""Claire'lt"")",PER,1
3771,"('Jon', 'Dough')",PER,1
3772,"('John', 'Holmes')",PER,1
3773,"('Sharon', 'Kane')",PER,1
3774,"('General', 'Motors')",ORG,1
3775,"('Penthouse',)",ORG,1
3776,"('Larry', 'Flint')",PER,1
3777,"('DirecTV',)",ORG,1
3778,"('General', 'Motorsi')",ORG,1
3779,"('International', 'Herald', 'Tribune')",ORG,2
3780,"('Utah', ""'"", 'osariigis')",LOC,1
3781,"(""Utah's"",)",LOC,1
3782,"('Larry', 'Petermani')",PER,1
3783,"('Marriotti', 'hotelli')",ORG,1
3784,"('Mitt', 'Rommey')",PER,1
3785,"('News', 'Corpi')",ORG,1
3786,"('Rupert', 'Murdoch')",PER,1
3787,"('Kohtualune', 'Peterman')",ORG,1
3788,"('AT', '&', 'T')",ORG,1
3789,"('Hilton',)",PER,1
3790,"('EchoStar', ',', 'Liberty')",LOC,1
3791,"('Tallinna', 'börsil')",ORG,3
3792,"('TALSE',)",ORG,2
3793,"('Farmaatsiatehase',)",ORG,1
3794,"('Saku', 'Õlletehase')",ORG,1
3795,"('Estiko',)",ORG,1
3796,"('Viisnurga',)",ORG,1
3797,"('Talse',)",ORG,1
3798,"('Dow', 'Jonesi')",PER,3
3799,"(""Poor's"",)",LOC,1
3800,"('J.P. Morgan', 'Chase')",PER,1
3801,"('Merrill', 'Lynch')",PER,1
3802,"('Microsoft', 'Corp-le')",ORG,1
3803,"('Oracle', 'Corp-le')",ORG,1
3804,"('Veritas', 'Softwarele')",PER,1
3805,"('Tokyo', 'Nikkei')",ORG,1
3806,"('Helsingi', 'HEX')",ORG,2
3807,"('Vodafone', 'Group')",PER,1
3808,"('Londoni',)",LOC,1
3809,"('Vodafone',)",ORG,1
3810,"('Frankfurdi', 'Xetra', 'DAX')",ORG,1
3811,"('Pariisi',)",LOC,1
3812,"('Nasqaqi',)",ORG,1
3813,"('RTS',)",ORG,1
3814,"('RTS-i',)",ORG,2
3815,"('Vene', 'Ühtse', 'Energiasüsteemi')",ORG,1
3816,"('VÜE',)",ORG,1
3817,"('Mosenergo',)",LOC,1
3818,"('Lukoil',)",LOC,1
3819,"('Tatneft',)",ORG,1
3820,"('RICI',)",ORG,1
3821,"('Latvijas', 'Balzams')",PER,1
3822,"('Ventspils', 'Nafta')",ORG,1
3823,"('Latvijas', 'Gaze')",PER,1
3824,"('Lietuvos', 'Telekomas')",ORG,1
3825,"('Vilniuse',)",LOC,2
3826,"('Litin', 'A')",ORG,1
3827,"('Vilniaus', 'Bankase')",ORG,1
3828,"('WWW',)",ORG,1
3829,"('Napsteri',)",ORG,1
3830,"('Eesti', 'Ekspressi')",ORG,1
3831,"('Chicagos',)",LOC,1
3832,"('Eduardo', 'Kac')",PER,2
3833,"('""', 'New', 'Scientist')",ORG,1
3834,"('Alba',)",LOC,3
3835,"('Chicago',)",LOC,1
3836,"('Eduardo', 'Kaci')",PER,1
3837,"('Kac',)",PER,1
3838,"('GFP',)",ORG,2
3839,"('Alba',)",PER,3
3840,"('Tallinna', 'Raekoja')",ORG,1
3841,"('Art', '-', 'Taide')",ORG,1
3842,"('New', 'Scientistis')",ORG,1
3843,"('Annabel', 'Chongi', 'factumile')",ORG,1
3844,"('Juanist',)",PER,1
3845,"('Max', 'Frisch')",PER,1
3846,"('Albert', 'Camus')",PER,1
3847,"('Annabel', 'Chongil')",PER,1
3848,"('Juanil',)",PER,1
3849,"('Imre', 'Rammul')",PER,1
3850,"('Diagnoos', 'Annabelile')",PER,1
3851,"('Anatole', ""France'i"", 'Thaisi')",ORG,1
3852,"('Aleksandria',)",LOC,1
3853,"('Kai-Mai', 'Olbri')",PER,1
3854,"('Teresa',)",PER,1
3855,"('Vt', 'Linnar', 'Priimägi')",ORG,1
3856,"('Annabel', 'Chongi')",ORG,1
