lemma,inflect_type,pos,case,form
indiaanlanna,16,S,sg g,indiaanlanna
India,16,H,sg n,India
India,16,H,sg g,India
Indiana,16,H,sg n,Indiana
Indiana,16,H,sg g,Indiana
Indira,16,H,sg n,Indira
Indira,16,H,sg g,Indira
indoneeslanna,16,S,sg n,indoneeslanna
indoneeslanna,16,S,sg g,indoneeslanna
influentsa,16,S,sg n,influentsa
influentsa,16,S,sg g,influentsa
info,16,S,sg n,info
info,16,S,sg g,info
Inga,16,H,sg n,Inga
Inga,16,H,sg g,Inga
Inge,16,H,sg n,Inge
Inge,16,H,sg g,Inge
inglanna,16,S,sg n,inglanna
inglanna,16,S,sg g,inglanna
inka,16,S,sg n,inka
inka,16,S,sg g,inka
inkasso,16,S,sg n,inkasso
inkasso,16,S,sg g,inkasso
Inna,16,H,sg n,Inna
Inna,16,H,sg g,Inna
Inno,16,H,sg n,Inno
Inno,16,H,sg g,Inno
intermetso,16,S,sg n,intermetso
intermetso,16,S,sg g,intermetso
intifada,16,S,sg n,intifada
intifada,16,S,sg g,intifada
ioota,16,S,sg n,ioota
ioota,16,S,sg g,ioota
iraanlanna,16,S,sg n,iraanlanna
iraanlanna,16,S,sg g,iraanlanna
Ira,16,H,sg n,Ira
Ira,16,H,sg g,Ira
Irbe,16,H,sg n,Irbe
Irbe,16,H,sg g,Irbe
Ireene,16,H,sg n,Ireene
Ireene,16,H,sg g,Ireene
Irene,16,H,sg n,Irene
Irene,16,H,sg g,Irene
Irina,16,H,sg n,Irina
Irina,16,H,sg g,Irina
Irma,16,H,sg n,Irma
Irma,16,H,sg g,Irma
Iru,16,H,sg n,Iru
Iru,16,H,sg g,Iru
islandlanna,16,S,sg n,islandlanna
islandlanna,16,S,sg g,islandlanna
issi,16,S,sg n,issi
issi,16,S,sg g,issi
itaallanna,16,S,sg n,itaallanna
itaallanna,16,S,sg g,itaallanna
Ita,16,H,sg n,Ita
Ita,16,H,sg g,Ita
Ivanova,16,H,sg n,Ivanova
Ivanova,16,H,sg g,Ivanova
Ivi,16,H,sg n,Ivi
Ivi,16,H,sg g,Ivi
Ivo,16,H,sg n,Ivo
Ivo,16,H,sg g,Ivo
Jaana,16,H,sg n,Jaana
Jaana,16,H,sg g,Jaana
Jaani,16,H,sg n,Jaani
Jaani,16,H,sg g,Jaani
jaapanlanna,16,S,sg n,jaapanlanna
jaapanlanna,16,S,sg g,jaapanlanna
Jaava,16,H,sg n,Jaava
Jaava,16,H,sg g,Jaava
jaavalanna,16,S,sg n,jaavalanna
jaavalanna,16,S,sg g,jaavalanna
Jakarta,16,H,sg n,Jakarta
Jakarta,16,H,sg g,Jakarta
Jakko,16,H,sg n,Jakko
Jakko,16,H,sg g,Jakko
Jakovleva,16,H,sg n,Jakovleva
Jakovleva,16,H,sg g,Jakovleva
jalapeno,16,S,sg n,jalapeno
jalapeno,16,S,sg g,jalapeno
jalka,16,S,sg n,jalka
jalka,16,S,sg g,jalka
Jalta,16,H,sg n,Jalta
Jalta,16,H,sg g,Jalta
Jamaica,16,H,sg n,Jamaica
Jamaica,16,H,sg g,Jamaica
jamaikalanna,16,S,sg n,jamaikalanna
jamaikalanna,16,S,sg g,jamaikalanna
Jana,16,H,sg n,Jana
Jana,16,H,sg g,Jana
Jane,16,H,sg n,Jane
Jane,16,H,sg g,Jane
Jane,16,H,sg g,Jane’i
Jane,16,H,sg p,Jane’i
Jane,16,H,sg ill,Jane’i
Janeiro,16,H,sg n,Janeiro
Janeiro,16,H,sg g,Janeiro
Janne,16,H,sg n,Janne
Janne,16,H,sg g,Janne
Janno,16,H,sg n,Janno
Janno,16,H,sg g,Janno
jaranga,16,S,sg n,jaranga
jaranga,16,S,sg g,jaranga
Jari,16,H,sg n,Jari
Jari,16,H,sg g,Jari
Java,16,H,sg n,Java
Java,16,H,sg g,Java
Jehoova,16,H,sg n,Jehoova
Jehoova,16,H,sg g,Jehoova
Jekaterina,16,H,sg n,Jekaterina
Jekaterina,16,H,sg g,Jekaterina
Jelena,16,H,sg n,Jelena
Jelena,16,H,sg g,Jelena
Jelizaveta,16,H,sg n,Jelizaveta
Jelizaveta,16,H,sg g,Jelizaveta
jenka,16,S,sg n,jenka
jenka,16,S,sg g,jenka
Jenny,16,H,sg n,Jenny
Jenny,16,H,sg g,Jenny
Jeremia,16,H,sg n,Jeremia
Jeremia,16,H,sg g,Jeremia
Jersey,16,H,sg n,Jersey
Jersey,16,H,sg g,Jersey
Jeršova,16,H,sg n,Jeršova
Jeršova,16,H,sg g,Jeršova
jeti,16,S,sg n,jeti
jeti,16,S,sg g,jeti
Jevdokia,16,H,sg n,Jevdokia
Jevdokia,16,H,sg g,Jevdokia
Jevgeni,16,H,sg n,Jevgeni
Jevgeni,16,H,sg g,Jevgeni
Jībūtī,16,H,sg n,Jībūtī
Jībūtī,16,H,sg g,Jībūtī
Johanna,16,H,sg n,Johanna
Johanna,16,H,sg g,Johanna
jojo,16,S,sg n,jojo
jojo,16,S,sg g,jojo
jooga,16,S,sg n,jooga
jooga,16,S,sg g,jooga
joogi,16,S,sg n,joogi
joogi,16,S,sg g,joogi
jopakolla,16,S,sg n,jopakolla
jopakolla,16,S,sg g,jopakolla
jope,16,S,sg n,jope
jope,16,S,sg g,jope
jordaanlanna,16,S,sg n,jordaanlanna
jordaanlanna,16,S,sg g,jordaanlanna
jota,16,S,sg n,jota
jota,16,S,sg g,jota
judo,16,S,sg n,judo
judo,16,S,sg g,judo
Juku,16,H,sg n,Juku
Juku,16,H,sg g,Juku
julla,16,S,sg n,julla
julla,16,S,sg g,julla
jumalanna,16,S,sg n,jumalanna
jumalanna,16,S,sg g,jumalanna
jumbu,16,S,sg n,jumbu
jumbu,16,S,sg g,jumbu
jume,16,S,sg n,jume
jume,16,S,sg g,jume
junga,16,S,sg n,junga
junga,16,S,sg g,junga
Junti,16,H,sg n,Junti
Junti,16,H,sg g,Junti
juntsu,16,S,sg n,juntsu
juntsu,16,S,sg g,juntsu
Juri,16,H,sg n,Juri
Juri,16,H,sg g,Juri
jurta,16,S,sg n,jurta
jurta,16,S,sg g,jurta
Juta,16,H,sg n,Juta
Juta,16,H,sg g,Juta
juuli,16,S,sg n,juuli
juuli,16,S,sg g,juuli
juuni,16,S,sg n,juuni
juuni,16,S,sg g,juuni
juura,16,S,sg n,juura
juura,16,S,sg g,juura
Juuru,16,H,sg n,Juuru
Juuru,16,H,sg g,Juuru
Jõhvi,16,H,sg n,Jõhvi
Jõhvi,16,H,sg g,Jõhvi
Jõhvi,16,H,sg ill,Jõhvi
Jõksi,16,H,sg n,Jõksi
Jõksi,16,H,sg g,Jõksi
jänki,16,S,sg n,jänki
jänki,16,S,sg g,jänki
jänku,16,S,sg n,jänku
jänku,16,S,sg g,jänku
Järva,16,H,sg n,Järva
Järva,16,H,sg g,Järva
järvalanna,16,S,sg n,järvalanna
järvalanna,16,S,sg g,järvalanna
Jüri,16,H,sg n,Jüri
Jüri,16,H,sg g,Jüri
Jürka,16,H,sg n,Jürka
Jürka,16,H,sg g,Jürka
Jyväskylä,16,H,sg n,Jyväskylä
Jyväskylä,16,H,sg g,Jyväskylä
kaabu,16,S,sg n,kaabu
kaabu,16,S,sg g,kaabu
kaadi,16,S,sg n,kaadi
kaadi,16,S,sg g,kaadi
Kaali,16,H,sg n,Kaali
Kaali,16,H,sg g,Kaali
Kaarli,16,H,sg n,Kaarli
Kaarli,16,H,sg g,Kaarli
Kaarma,16,H,sg n,Kaarma
Kaarma,16,H,sg g,Kaarma
kaaslanna,16,S,sg n,kaaslanna
kaaslanna,16,S,sg g,kaaslanna
Kabli,16,H,sg n,Kabli
Kabli,16,H,sg g,Kabli
kabli,16,S,sg n,kabli
kabli,16,S,sg g,kabli
Kadi,16,H,sg n,Kadi
Kadi,16,H,sg g,Kadi
Kadri,16,H,sg n,Kadri
Kadri,16,H,sg g,Kadri
kadri,16,S,sg n,kadri
kadri,16,S,sg g,kadri
kahju,16,S,sg n,kahju
kahju,16,S,sg g,kahju
kahju,16,S,sg p,kahju
Kaia,16,H,sg n,Kaia
Kaia,16,H,sg g,Kaia
Kaidi,16,H,sg n,Kaidi
Kaidi,16,H,sg g,Kaidi
Kaido,16,H,sg n,Kaido
Kaido,16,H,sg g,Kaido
Kaie,16,H,sg n,Kaie
Kaie,16,H,sg g,Kaie
Kaira,16,H,sg n,Kaira
Kaira,16,H,sg g,Kaira
Kaire,16,H,sg n,Kaire
Kaire,16,H,sg g,Kaire
Kairi,16,H,sg n,Kairi
Kairi,16,H,sg g,Kairi
Kairo,16,H,sg n,Kairo
Kairo,16,H,sg g,Kairo
Kaisa,16,H,sg n,Kaisa
Kaisa,16,H,sg g,Kaisa
Kaisma,16,H,sg n,Kaisma
Kaisma,16,H,sg g,Kaisma
Kaitsa,16,H,sg n,Kaitsa
Kaitsa,16,H,sg g,Kaitsa
Kaiu,16,H,sg n,Kaiu
Kaiu,16,H,sg g,Kaiu
Kaja,16,H,sg n,Kaja
Kaja,16,H,sg g,Kaja
kaka,16,S,sg n,kaka
kaka,16,S,sg g,kaka
Kalahari,16,H,sg n,Kalahari
Kalahari,16,H,sg g,Kalahari
Kalevala,16,H,sg n,Kalevala
Kalevala,16,H,sg g,Kalevala
kalipso,16,S,sg n,kalipso
kalipso,16,S,sg g,kalipso
Kaljo,16,H,sg n,Kaljo
Kaljo,16,H,sg g,Kaljo
Kalju,16,H,sg n,Kalju
Kalju,16,H,sg g,Kalju
kalju,16,S,sg n,kalju
kalju,16,S,sg g,kalju
kalka,16,S,sg n,kalka
kalka,16,S,sg g,kalka
kalla,16,S,sg n,kalla
kalla,16,S,sg g,kalla
Kalle,16,H,sg n,Kalle
Kalle,16,H,sg g,Kalle
kalli,16,S,sg n,kalli
kalli,16,S,sg g,kalli
Kaluuga,16,H,sg n,Kaluuga
Kaluuga,16,H,sg g,Kaluuga
kamarilja,16,S,sg n,kamarilja
kamarilja,16,S,sg g,kamarilja
Kambja,16,H,sg n,Kambja
Kambja,16,H,sg g,Kambja
Kambodža,16,H,sg n,Kambodža
Kambodža,16,H,sg g,Kambodža
kamikaze,16,S,sg n,kamikaze
kamikaze,16,S,sg g,kamikaze
kamorka,16,S,sg n,kamorka
kamorka,16,S,sg g,kamorka
Kamtšatka,16,H,sg n,Kamtšatka
Kamtšatka,16,H,sg g,Kamtšatka
kanadalanna,16,S,sg n,kanadalanna
kanadalanna,16,S,sg g,kanadalanna
kanasta,16,S,sg n,kanasta
kanasta,16,S,sg g,kanasta
kangelanna,16,S,sg n,kangelanna
kangelanna,16,S,sg g,kangelanna
Kangro,16,H,sg n,Kangro
Kangro,16,H,sg g,Kangro
kanji,16,S,sg n,kanji
kanji,16,S,sg g,kanji
kanna,16,S,sg n,kanna
kanna,16,S,sg g,kanna
kape,16,S,sg n,kape
kape,16,S,sg g,kape
Kaplinski,16,H,sg n,Kaplinski
Kaplinski,16,H,sg g,Kaplinski
kapo,16,S,sg n,kapo
kapo,16,S,sg g,kapo
kapritšo,16,S,sg n,kapritšo
kapritšo,16,S,sg g,kapritšo
Kara,16,H,sg n,Kara
Kara,16,H,sg g,Kara
karaoke,16,S,sg n,karaoke
karaoke,16,S,sg g,karaoke
Karatši,16,H,sg n,Karatši
Karatši,16,H,sg g,Karatši
kargo,16,S,sg n,kargo
kargo,16,S,sg g,kargo
Kariibi,16,H,sg n,Kariibi
Kariibi,16,H,sg g,Kariibi
karisma,16,S,sg n,karisma
karisma,16,S,sg g,karisma
Karja,16,H,sg n,Karja
Karja,16,H,sg g,Karja
Karksi,16,H,sg n,Karksi
Karksi,16,H,sg g,Karksi
Karksi,16,H,sg ill,Karksi
Karla,16,H,sg n,Karla
Karla,16,H,sg g,Karla
Karlskrona,16,H,sg n,Karlskrona
Karlskrona,16,H,sg g,Karlskrona
Karlsruhe,16,H,sg n,Karlsruhe
Karlsruhe,16,H,sg g,Karlsruhe
karma,16,S,sg n,karma
karma,16,S,sg g,karma
karmoška,16,S,sg n,karmoška
karmoška,16,S,sg g,karmoška
Karoliina,16,H,sg n,Karoliina
Karoliina,16,H,sg g,Karoliina
karri,16,S,sg n,karri
karri,16,S,sg g,karri
kartaagolanna,16,S,sg n,kartaagolanna
kartaagolanna,16,S,sg g,kartaagolanna
kashida,16,S,sg n,kashida
kashida,16,S,sg g,kashida
kasiino,16,S,sg n,kasiino
kasiino,16,S,sg g,kasiino
kasko,16,S,sg n,kasko
kasko,16,S,sg g,kasko
kassa,16,S,sg n,kassa
kassa,16,S,sg g,kassa
kasvatajanna,16,S,sg n,kasvatajanna
kasvatajanna,16,S,sg g,kasvatajanna
katakana,16,S,sg n,katakana
katakana,16,S,sg g,katakana
kataloonlanna,16,S,sg n,kataloonlanna
kataloonlanna,16,S,sg g,kataloonlanna
Katariina,16,H,sg n,Katariina
Katariina,16,H,sg g,Katariina
Kati,16,H,sg n,Kati
Kati,16,H,sg g,Kati
Katja,16,H,sg n,Katja
Katja,16,H,sg g,Katja
katjuuša,16,S,sg n,katjuuša
katjuuša,16,S,sg g,katjuuša
Kaupo,16,H,sg n,Kaupo
Kaupo,16,H,sg g,Kaupo
kauri,16,S,sg n,kauri
kauri,16,S,sg g,kauri
kebja,16,A,sg n,kebja
kebja,16,A,sg g,kebja
kebratšo,16,S,sg n,kebratšo
kebratšo,16,S,sg g,kebratšo
kedrid,16,S,sg n,kedri
kedrid,16,S,sg g,kedri
kedri,16,S,sg n,kedri
kedri,16,S,sg g,kedri
keenialanna,16,S,sg n,keenialanna
keenialanna,16,S,sg g,keenialanna
kehralanna,16,S,sg n,kehralanna
kehralanna,16,S,sg g,kehralanna
keisrinna,16,S,sg n,keisrinna
keisrinna,16,S,sg g,keisrinna
keku,16,A,sg n,keku
keku,16,A,sg g,keku
kellu,16,S,sg n,kellu
kellu,16,S,sg g,kellu
Kemerovo,16,H,sg n,Kemerovo
Kemerovo,16,H,sg g,Kemerovo
Kentucky,16,H,sg n,Kentucky
Kentucky,16,H,sg g,Kentucky
Kenya,16,H,sg n,Kenya
Kenya,16,H,sg g,Kenya
kere,16,S,sg n,kere
kere,16,S,sg g,kere
Kerekunna,16,H,sg n,Kerekunna
Kerekunna,16,H,sg g,Kerekunna
Kernu,16,H,sg n,Kernu
Kernu,16,H,sg g,Kernu
Kersti,16,H,sg n,Kersti
Kersti,16,H,sg g,Kersti
Kerttu,16,H,sg n,Kerttu
Kerttu,16,H,sg g,Kerttu
Kertu,16,H,sg n,Kertu
Kertu,16,H,sg g,Kertu
keta,16,S,sg n,keta
keta,16,S,sg g,keta
khaki,16,S,sg n,khaki
khaki,16,S,sg g,khaki
kibitka,16,S,sg n,kibitka
kibitka,16,S,sg g,kibitka
kidra,16,S,sg n,kidra
kidra,16,S,sg g,kidra
kidra,16,S,sg p,kidra
Kihelkonna,16,H,sg n,Kihelkonna
Kihelkonna,16,H,sg g,Kihelkonna
kihnlanna,16,S,sg n,kihnlanna
kihnlanna,16,S,sg g,kihnlanna
Kihnu,16,H,sg n,Kihnu
Kihnu,16,H,sg g,Kihnu
Kihnu,16,H,sg ill,Kihnu
kiisu,16,S,sg n,kiisu
kiisu,16,S,sg g,kiisu
kiivi,16,S,sg n,kiivi
kiivi,16,S,sg g,kiivi
kiki,16,S,sg n,kiki
kiki,16,S,sg g,kiki
kiku,16,S,sg n,kiku
kiku,16,S,sg g,kiku
Kilimandžaaro,16,H,sg n,Kilimandžaaro
Kilimandžaaro,16,H,sg g,Kilimandžaaro
Killi,16,H,sg n,Killi
Killi,16,H,sg g,Killi
Kiltsi,16,H,sg n,Kiltsi
Kiltsi,16,H,sg g,Kiltsi
Kinshasa,16,H,sg n,Kinshasa
Kinshasa,16,H,sg g,Kinshasa
Kinsoku,16,H,sg n,Kinsoku
Kinsoku,16,H,sg g,Kinsoku
Kirbla,16,H,sg n,Kirbla
Kirbla,16,H,sg g,Kirbla
kirju,16,A,sg n,kirju
kirju,16,A,sg g,kirju
kirka,16,S,sg n,kirka
kirka,16,S,sg g,kirka
Kirke,16,H,sg n,Kirke
Kirke,16,H,sg g,Kirke
kirsa,16,S,sg n,kirsa
kirsa,16,S,sg g,kirsa
Kirsti,16,H,sg n,Kirsti
Kirsti,16,H,sg g,Kirsti
kisma,16,S,sg n,kisma
kisma,16,S,sg g,kisma
kitaara,16,S,sg n,kitaara
kitaara,16,S,sg g,kitaara
kitsi,16,A,sg n,kitsi
kitsi,16,A,sg g,kitsi
kitu,16,S,sg n,kitu
kitu,16,S,sg g,kitu
klade,16,S,sg n,klade
klade,16,S,sg g,klade
klahvka,16,S,sg n,klahvka
klahvka,16,S,sg g,klahvka
Klementi,16,H,sg n,Klementi
Klementi,16,H,sg g,Klementi
Klenski,16,H,sg n,Klenski
Klenski,16,H,sg g,Klenski
kliima,16,S,sg n,kliima
kliima,16,S,sg g,kliima
Klooga,16,H,sg n,Klooga
Klooga,16,H,sg g,Klooga
klorella,16,S,sg n,klorella
klorella,16,S,sg g,klorella
knopka,16,S,sg n,knopka
knopka,16,S,sg g,knopka
koaala,16,S,sg n,koaala
koaala,16,S,sg g,koaala
kobra,16,S,sg n,kobra
kobra,16,S,sg g,kobra
Koeru,16,H,sg n,Koeru
Koeru,16,H,sg g,Koeru
Koeru,16,H,sg ill,Koeru
koge,16,S,sg n,koge
koge,16,S,sg g,koge
Kohtla,16,H,sg n,Kohtla
Kohtla,16,H,sg g,Kohtla
Koigi,16,H,sg n,Koigi
Koigi,16,H,sg g,Koigi
koiku,16,S,sg n,koiku
koiku,16,S,sg g,koiku
Koiva,16,H,sg n,Koiva
Koiva,16,H,sg g,Koiva
kokakoola,16,S,sg n,kokakoola
kokakoola,16,S,sg g,kokakoola
koka,16,S,sg n,koka
koka,16,S,sg g,koka
kokni,16,S,sg n,kokni
kokni,16,S,sg g,kokni
Kolbre,16,H,sg n,Kolbre
Kolbre,16,H,sg g,Kolbre
kolge,16,S,sg n,kolge
kolge,16,S,sg g,kolge
kolju,16,S,sg n,kolju
kolju,16,S,sg g,kolju
kolli,16,S,sg n,kolli
kolli,16,S,sg g,kolli
koloraado,16,S,sg n,koloraado
koloraado,16,S,sg g,koloraado
kolumbialanna,16,S,sg n,kolumbialanna
kolumbialanna,16,S,sg g,kolumbialanna
komando,16,S,sg n,komando
komando,16,S,sg g,komando
kombo,16,S,sg n,kombo
kombo,16,S,sg g,kombo
Komi,16,H,sg n,Komi
Komi,16,H,sg g,Komi
kommu,16,S,sg n,kommu
kommu,16,S,sg g,kommu
kompu,16,S,sg n,kompu
kompu,16,S,sg g,kompu
konfederatka,16,S,sg n,konfederatka
konfederatka,16,S,sg g,konfederatka
Kongo,16,H,sg n,Kongo
Kongo,16,H,sg g,Kongo
kongolanna,16,S,sg n,kongolanna
kongolanna,16,S,sg g,kongolanna
konka,16,S,sg n,konka
konka,16,S,sg g,konka
konkista,16,S,sg n,konkista
konkista,16,S,sg g,konkista
konku,16,S,sg n,konku
konku,16,S,sg g,konku
konto,16,S,sg n,konto
konto,16,S,sg g,konto
kontsertiina,16,S,sg n,kontsertiina
kontsertiina,16,S,sg g,kontsertiina
kontsertiino,16,S,sg n,kontsertiino
kontsertiino,16,S,sg g,kontsertiino
kooda,16,S,sg n,kooda
kooda,16,S,sg g,kooda
koola,16,S,sg n,koola
koola,16,S,sg g,koola
kooma,16,S,sg n,kooma
kooma,16,S,sg g,kooma
koondislanna,16,S,sg n,koondislanna
koondislanna,16,S,sg g,koondislanna
Koonga,16,H,sg n,Koonga
Koonga,16,H,sg g,Koonga
Koosa,16,H,sg n,Koosa
Koosa,16,H,sg g,Koosa
koosa,16,S,sg n,koosa
koosa,16,S,sg g,koosa
korealanna,16,S,sg n,korealanna
korealanna,16,S,sg g,korealanna
korju,16,S,sg n,korju
korju,16,S,sg g,korju
koroona,16,S,sg n,koroona
koroona,16,S,sg g,koroona
korsiklanna,16,S,sg n,korsiklanna
korsiklanna,16,S,sg g,korsiklanna
Kosciusko,16,H,sg n,Kosciusko
Kosciusko,16,H,sg g,Kosciusko
Kose,16,H,sg n,Kose
Kose,16,H,sg g,Kose
Kozlova,16,H,sg n,Kozlova
Kozlova,16,H,sg g,Kozlova
kraade,16,S,sg n,kraade
kraade,16,S,sg g,kraade
kraana,16,S,sg n,kraana
kraana,16,S,sg g,kraana
krahvinna,16,S,sg n,krahvinna
krahvinna,16,S,sg g,krahvinna
kreedo,16,S,sg n,kreedo
kreedo,16,S,sg g,kreedo
Kreeka,16,H,sg n,Kreeka
Kreeka,16,H,sg g,Kreeka
kreeklanna,16,S,sg n,kreeklanna
kreeklanna,16,S,sg g,kreeklanna
Kreeta,16,H,sg n,Kreeta
Kreeta,16,H,sg g,Kreeta
kresla,16,S,sg n,kresla
kresla,16,S,sg g,kresla
Kriisa,16,H,sg n,Kriisa
Kriisa,16,H,sg g,Kriisa
krimka,16,S,sg n,krimka
krimka,16,S,sg g,krimka
kriska,16,S,sg n,kriska
kriska,16,S,sg g,kriska
Krista,16,H,sg n,Krista
Krista,16,H,sg g,Krista
Kristi,16,H,sg n,Kristi
Kristi,16,H,sg g,Kristi
Kristiina,16,H,sg n,Kristiina
Kristiina,16,H,sg g,Kristiina
Kristiine,16,H,sg n,Kristiine
Kristiine,16,H,sg g,Kristiine
Kristina,16,H,sg n,Kristina
Kristina,16,H,sg g,Kristina
kroonu,16,S,sg n,kroonu
kroonu,16,S,sg g,kroonu
kruseiro,16,S,sg n,kruseiro
kruseiro,16,S,sg g,kruseiro
krõhva,16,S,sg n,krõhva
krõhva,16,S,sg g,krõhva
Ksenia,16,H,sg n,Ksenia
Ksenia,16,H,sg g,Ksenia
ksero,16,S,sg n,ksero
ksero,16,S,sg g,ksero
kubanka,16,S,sg n,kubanka
kubanka,16,S,sg g,kubanka
kuku,16,A,sg n,kuku
kuku,16,A,sg g,kuku
Kulikova,16,H,sg n,Kulikova
Kulikova,16,H,sg g,Kulikova
kunde,16,S,sg n,kunde
kunde,16,S,sg g,kunde
kuninganna,16,S,sg n,kuninganna
kuninganna,16,S,sg g,kuninganna
Kuno,16,H,sg n,Kuno
Kuno,16,H,sg g,Kuno
kuraare,16,S,sg n,kuraare
kuraare,16,S,sg g,kuraare
Kura,16,H,sg n,Kura
Kura,16,H,sg g,Kura
Kurkse,16,H,sg n,Kurkse
Kurkse,16,H,sg g,Kurkse
kursa,16,S,sg n,kursa
kursa,16,S,sg g,kursa
Kursi,16,H,sg n,Kursi
Kursi,16,H,sg g,Kursi
Kusta,16,H,sg n,Kusta
Kusta,16,H,sg g,Kusta
Kusti,16,H,sg n,Kusti
Kusti,16,H,sg g,Kusti
Kuznetsova,16,H,sg n,Kuznetsova
Kuznetsova,16,H,sg g,Kuznetsova
Kutaisi,16,H,sg n,Kutaisi
Kutaisi,16,H,sg g,Kutaisi
kutsa,16,S,sg n,kutsa
kutsa,16,S,sg g,kutsa
kutsu,16,S,sg n,kutsu
kutsu,16,S,sg g,kutsu
Kuuba,16,H,sg n,Kuuba
Kuuba,16,H,sg g,Kuuba
kuubalanna,16,S,sg n,kuubalanna
kuubalanna,16,S,sg g,kuubalanna
kuulo,16,S,sg n,kuulo
kuulo,16,S,sg g,kuulo
Kuutse,16,H,sg n,Kuutse
Kuutse,16,H,sg g,Kuutse
kuvalda,16,S,sg n,kuvalda
kuvalda,16,S,sg g,kuvalda
kvadro,16,S,sg n,kvadro
kvadro,16,S,sg g,kvadro
kõne,16,S,sg n,kõne
kõne,16,S,sg g,kõne
Kõpu,16,H,sg n,Kõpu
Kõpu,16,H,sg g,Kõpu
kõre,16,S,sg n,kõre
kõre,16,S,sg g,kõre
Kõue,16,H,sg n,Kõue
Kõue,16,H,sg g,Kõue
Käina,16,H,sg n,Käina
Käina,16,H,sg g,Käina
Kärdla,16,H,sg n,Kärdla
Kärdla,16,H,sg g,Kärdla
Kärla,16,H,sg n,Kärla
Kärla,16,H,sg g,Kärla
Käru,16,H,sg n,Käru
Käru,16,H,sg g,Käru
käskijanna,16,S,sg n,käskijanna
käskijanna,16,S,sg g,käskijanna
Käsmu,16,H,sg n,Käsmu
Käsmu,16,H,sg g,Käsmu
Käsmu,16,H,sg ill,Käsmu
käula,16,S,sg n,käula
käula,16,S,sg g,käula
Kääpa,16,H,sg n,Kääpa
Kääpa,16,H,sg g,Kääpa
Käärma,16,H,sg n,Käärma
Käärma,16,H,sg g,Käärma
Külliki,16,H,sg n,Külliki
Külliki,16,H,sg g,Külliki
Küllo,16,H,sg n,Küllo
Küllo,16,H,sg g,Küllo
küssa,16,S,sg n,küssa
küssa,16,S,sg g,küssa
Kymi,16,H,sg n,Kymi
Kymi,16,H,sg g,Kymi
Kyoto,16,H,sg n,Kyoto
Kyoto,16,H,sg g,Kyoto
laama,16,S,sg n,laama
laama,16,S,sg g,laama
laava,16,S,sg n,laava
laava,16,S,sg g,laava
Lada,16,H,sg n,Lada
Lada,16,H,sg g,Lada
ladna,16,A,sg n,ladna
ladna,16,A,sg g,ladna
Laeva,16,H,sg n,Laeva
Laeva,16,H,sg g,Laeva
Laeva,16,H,sg ill,Laeva
lagle,16,S,sg n,lagle
lagle,16,S,sg g,lagle
lahja,16,A,sg n,lahja
lahja,16,A,sg g,lahja
Lahti,16,H,sg n,Lahti
Lahti,16,H,sg g,Lahti
Laidre,16,H,sg n,Laidre
Laidre,16,H,sg g,Laidre
laika,16,S,sg n,laika
laika,16,S,sg g,laika
Laine,16,H,sg n,Laine
Laine,16,H,sg g,Laine
Laiuse,16,H,sg n,Laiuse
Laiuse,16,H,sg g,Laiuse
lambda,16,S,sg n,lambda
lambda,16,S,sg g,lambda
Landskrona,16,H,sg n,Landskrona
Landskrona,16,H,sg g,Landskrona
Lanka,16,H,sg n,Lanka
Lanka,16,H,sg g,Lanka
laplanna,16,S,sg n,laplanna
laplanna,16,S,sg g,laplanna
Lappeenranta,16,H,sg n,Lappeenranta
Lappeenranta,16,H,sg g,Lappeenranta
Larissa,16,H,sg n,Larissa
Larissa,16,H,sg g,Larissa
Larry,16,H,sg n,Larry
Larry,16,H,sg g,Larry
lasanje,16,S,sg n,lasanje
lasanje,16,S,sg g,lasanje
lasso,16,S,sg n,lasso
lasso,16,S,sg g,lasso
Lasva,16,H,sg n,Lasva
Lasva,16,H,sg g,Lasva
latiino,16,S,sg n,latiino
latiino,16,S,sg g,latiino
latsaroone,16,S,sg n,latsaroone
latsaroone,16,S,sg g,latsaroone
laube,16,S,sg n,laube
laube,16,S,sg g,laube
Lauka,16,H,sg n,Lauka
Lauka,16,H,sg g,Lauka
lauljanna,16,S,sg n,lauljanna
lauljanna,16,S,sg g,lauljanna
Laura,16,H,sg n,Laura
Laura,16,H,sg g,Laura
Lauri,16,H,sg n,Lauri
Lauri,16,H,sg g,Lauri
lauto,16,S,sg n,lauto
lauto,16,S,sg g,lauto
Lebedeva,16,H,sg n,Lebedeva
Lebedeva,16,H,sg g,Lebedeva
lebo,16,S,sg n,lebo
lebo,16,S,sg g,lebo
lebo,16,S,sg p,lebo
lebra,16,S,sg n,lebra
lebra,16,S,sg g,lebra
lebra,16,S,sg p,lebra
leedi,16,S,sg n,leedi
leedi,16,S,sg g,leedi
leedulanna,16,S,sg n,leedulanna
leedulanna,16,S,sg g,leedulanna
Leedu,16,H,sg n,Leedu
Leedu,16,H,sg g,Leedu
Leelo,16,H,sg n,Leelo
Leelo,16,H,sg g,Leelo
leelo,16,S,sg n,leelo
leelo,16,S,sg g,leelo
Leena,16,H,sg n,Leena
Leena,16,H,sg g,Leena
Leeni,16,H,sg n,Leeni
Leeni,16,H,sg g,Leeni
Leenu,16,H,sg n,Leenu
Leenu,16,H,sg g,Leenu
Leesi,16,H,sg n,Leesi
Leesi,16,H,sg g,Leesi
Leevi,16,H,sg n,Leevi
Leevi,16,H,sg g,Leevi
