source_value,source_concept_id,concept_id
N02BG09,21604362,19005257
N02CA01,21604366,1126557
N02CA02,21604367,1145379
N02CA04,21604368,1106740
N02CA07,21604369,19091472
N02CC01,21604376,1140643
N02CC02,21604377,1118117
N02CC03,21604378,1116031
N02CC04,21604379,1154077
N02CC05,21604380,1103552
N02CC06,21604381,1189697
N02CC07,21604382,1189458
N02CX01,21604384,19047076
N02CX02,21604385,1398937
N02CX03,21604386,19113032
N02CX05,21604387,19113015
N02CX06,21604388,19082880
N02CX07,1501886,1510467
N03AA01,21604392,702685
N03AA02,21604393,734275
N03AA03,21604394,751347
N03AA04,21604395,19112534
N03AA30,21604396,19004254
N03AB01,21604398,750146
N03AB02,21604399,740910
N03AB04,21604401,702661
N03AB05,21604402,713192
N03AC01,21604406,19021932
N03AC02,21604407,19005629
N03AD01,21604410,750119
N03AD02,21604411,19023842
N03AD03,21604412,759401
N03AE01,21604415,798874
N03AF01,21604417,740275
N03AF02,21604418,718122
N03AF03,21604419,19006586
N03AF04,21604420,44507780
N03AG02,21604423,19054995
N03AG04,21604425,19020002
N03AG05,21604426,19095776
N03AG06,21604427,715458
N03AX03,21604429,19000921
N03AX07,21604430,19023286
N03AX09,21604431,705103
N03AX10,21604432,795661
N03AX11,21604433,742267
N03AX12,21604434,797399
N03AX14,21604436,711584
N03AX15,21604437,744798
N03AX16,21604438,734354
N03AX18,21604440,19087394
N03AX21,40255957,40239995
N03AX22,40255958,42904177
N03AX23,1588665,35604901
N03AX30,21604442,19018520
N04AA01,21604446,705178
N04AA02,21604447,724908
N04AA03,21604448,19072058
N04AA04,21604449,752276
N04AA05,21604450,19050123
N04AA08,21604451,19082894
N04AA11,21604454,19018661
N04AA12,21604455,19101712
N04AC01,21604460,719174
N04BA01,21604464,789578
N04BB01,21604471,19087090
N04BC01,21604473,730548
N04BC02,21604474,732309
N04BC04,21604476,713823
N04BC05,21604477,720810
N04BC06,21604478,1558471
N04BC07,21604479,837027
N04BC08,21604480,19134000
N04BC09,21604481,786426
N04BD01,21604483,766209
N04BD02,21604484,715710
N04BD03,1123781,1594333
N04BX01,21604486,715727
N04BX02,21604487,782211
N04BX03,21604488,19019932
N05AA01,21604492,794852
N05AA02,21604493,19005147
N05AA03,21604494,19052903
N05AA04,21604495,19018226
N05AA05,21604496,19005104
N05AA06,21604497,19051234
N05AA07,21604498,19122262
N05AB02,21604501,756018
N05AB03,21604502,733008
N05AB04,21604503,752061
N05AB05,21604504,19041817
N05AB06,21604505,704984
N05AB07,21604506,19029555
N05AB08,21604507,19000305
N05AB10,21604509,19131663
N05AC01,21604511,19053565
N05AC02,21604512,700299
N05AC03,21604513,703083
N05AC04,21604514,19133992
N05AD01,21604516,766529
N05AD02,21604517,19005101
N05AD03,21604518,19072088
N05AD05,21604520,19093225
N05AD06,21604521,19039227
N05AD07,21604522,19016440
N05AD08,21604523,739323
N05AE01,21604526,19025922
N05AE02,21604527,709699
N05AE03,21604528,19050633
N05AE04,21604529,712615
N05AE05,43534827,40230761
N05AF01,21604531,19055982
N05AF03,21604533,19095002
N05AF04,21604534,700465
N05AF05,21604535,19010886
N05AG01,21604537,19056465
N05AG02,21604538,745790
N05AG03,21604539,19028044
N05AH01,21604541,792263
N05AH02,21604542,800878
N05AH03,21604543,785788
N05AH04,21604544,766814
N05AH05,21604545,40164052
N05AH06,21604546,19100363
N05AL01,21604548,19136626
N05AL02,21604549,19100431
N05AL03,21604550,19008012
N05AL04,21604551,19035226
N05AL05,21604552,19057607
N05AL06,21604553,19043327
N05AN01,21604556,19124477
N05AX07,21604558,19115044
N05AX08,21604559,735979
N05AX11,21604561,19102109
N05AX12,21604562,757688
N05AX13,21604563,703244
N05AX14,40251554,19017241
N05AX15,45893485,35603277
N05AX16,1588649,46275300
N05AX17,1123677,42628962
N05BA01,21604566,723013
N05BA02,21604567,990678
N05BA03,21604568,19125106
N05BA04,21604569,724816
N05BA06,21604571,791967
N05BA08,21604573,19030353
N05BA09,21604574,19050832
N05BA10,21604575,19003946
N05BA11,21604576,19050461
N05BA12,21604577,781039
N05BA13,21604578,801396
N05BA16,21604581,19080959
N05BA18,21604583,19095467
N05BA21,21604585,19068821
N05BA22,21604586,19051096
N05BA23,21604587,19100773
N05BB01,21604590,777221
N05BB02,21604591,19135828
N05BC01,21604594,702865
N05BE01,21604601,733301
N05BX03,21604605,19059441
N05CA01,21604608,730729
N05CA02,21604609,712757
N05CA03,21604610,19039767
N05CA04,21604611,19015346
N05CA05,21604612,19030299
N05CA06,21604613,766067
N05CA07,21604614,19059149
N05CA08,21604615,19021512
N05CA09,21604616,19135827
N05CA10,21604617,19072082
N05CA15,21604620,19005015
N05CA16,21604621,19068964
N05CA19,21604622,700253
N05CA21,21604624,19113034
N05CA22,21604625,19134133
N05CC04,21604633,1189490
N05CC05,21604634,19027181
N05CD01,21604636,756349
N05CD02,21604637,19020021
N05CD03,21604638,19055224
N05CD04,21604639,748010
N05CD05,21604640,704599
N05CD06,21604641,19007977
N05CD07,21604642,836715
N05CD08,21604643,708298
N05CD09,21604644,19039262
N05CD10,21604645,731188
N05CD11,21604646,19042550
N05CE01,21604650,19061124
N05CE02,21604651,19006742
N05CF01,21604654,19044883
N05CF02,21604655,744740
N05CF03,21604656,720727
N05CF04,21604657,757352
N05CH01,21604659,1301152
N05CH02,21604660,781182
N05CH03,1588681,44814600
N05CM01,21604662,19004160
N05CM02,21604663,19092283
N05CM04,21604665,19033243
N05CM05,21604666,965748
N05CM06,21604667,19053610
N05CM07,21604668,19042692
N05CM08,21604669,749727
N05CM16,21604676,19082402
N05CM18,21604677,19061088
N05CM19,1502090,45775760
N06AA01,21604688,716968
N06AA02,21604689,778268
N06AA04,21604691,798834
N06AA05,21604692,19129635
N06AA06,21604693,705755
N06AA07,21604694,19091830
N06AA08,21604695,19023846
N06AA09,21604696,710062
N06AA10,21604697,721724
N06AA11,21604698,754270
N06AA12,21604699,738156
N06AA13,21604700,19122204
N06AA14,21604701,19110751
N06AA15,21604702,19039883
N06AA16,21604703,19037989
N06AA17,21604704,713109
N06AA19,21604706,19032424
N06AA21,21604707,794147
N06AA23,21604708,19098514
N06AB03,21604711,755695
N06AB04,21604712,797617
N06AB05,21604713,722031
N06AB06,21604714,739138
N06AB08,21604716,751412
N06AB10,21604718,715939
N06AF01,21604720,781705
N06AF02,21604721,19127550
N06AF03,21604722,733896
N06AF04,21604723,703470
N06AG02,21604727,19010652
N06AG03,21604728,19100775
N06AX01,21604730,1363516
N06AX02,21604731,19006186
N06AX03,21604732,19007737
N06AX04,21604733,19128066
N06AX05,21604734,703547
N06AX06,21604735,714684
N06AX07,21604736,19072123
N06AX08,21604737,19058055
N06AX09,21604738,19008261
N06AX11,21604740,725131
N06AX12,21604741,750982
N06AX13,21604742,19072021
N06AX14,21604743,19041910
N06AX16,21604745,743670
N06AX17,21604746,19080226
N06AX18,21604747,19084693
N06AX21,21604749,715259
N06AX23,21604751,717607
N06AX24,40252222,40234834
N06AX25,40252223,1398039
N06AX26,44819158,44507700
N06BA01,21604754,714785
N06BA02,21604755,719311
N06BA03,21604756,704053
N06BA04,21604757,705944
N06BA05,21604758,727835
N06BA07,21604760,710650
N06BA08,21604761,19061392
N06BA09,21604762,742185
N06BA10,21604763,19061288
N06BA11,21604764,731533
N06BA12,40252237,709567
N06BA13,1588640,19090984
N06BC01,21604766,1134439
N06BC02,21604767,19096031
N06BX01,21604769,19052682
N06BX02,21604770,19060358
N06BX03,21604771,19046654
N06BX04,21604772,1311826
N06BX06,21604774,40223464
N06BX07,21604775,19082891
N06BX08,21604776,19097999
N06BX11,21604779,19032667
N06BX12,21604780,19037596
N06BX13,21604781,19067036
N06BX14,21604782,19029018
N06BX17,21604785,19112518
N06BX18,21604786,19095462
N06DA01,21604794,836654
N06DA02,21604795,715997
N06DA03,21604796,733523
N06DA04,21604797,757627
N06DX01,21604799,701322
N07AA01,21604804,717136
N07AA02,21604805,759740
N07AA03,21604806,19035856
N07AA30,21604807,787362
N07AB01,21604810,940183
N07AB02,21604811,937439
N07AX01,21604813,945286
N07AX03,21604815,954819
N07BA01,21604818,718583
N07BA03,21604819,780442
N07BA04,1502104,35606016
N07BB01,21604821,735850
N07BB02,21604822,19018547
N07BB03,21604823,19043959
N07BB04,21604824,1714319
N07BB05,44819160,19014158
N07BC01,21604826,1133201
N07BC02,21604827,1103640
N07BC04,21604829,19007803
N07BC05,40252535,19056706
N07BC06,43534832,19022417
N07CA01,21604833,19020124
N07CA02,21604834,19097481
N07CA03,21604835,19055183
N07XX01,21604841,19014509
N07XX02,21604842,735951
N07XX04,21604844,769935
N07XX06,21604846,836877
N07XX07,40252553,40170680
N07XX08,40252554,45774701
N07XX09,43534833,43526424
P01AA02,21604852,980867
P01AA04,21604853,19095028
P01AA05,21604854,19018402
P01AB01,21604857,1707164
P01AB02,21604858,1702559
P01AB03,21604859,19024197
P01AB06,21604862,19019176
P01AB07,21604863,19037983
P01AC01,21604865,19001305
P01AC03,21604867,19095546
P01AR02,21604871,19102309
P01AX02,21604876,19041857
P01AX05,21604878,19060400
P01AX06,21604879,1781733
P01AX07,21604880,1750928
P01AX08,21604881,19055842
P01AX09,21604882,19011985
P01AX10,21604883,1592567
P01AX11,21604884,1715315
P01BA01,21604888,1792515
P01BA02,21604889,1777087
P01BA03,21604890,1751310
P01BA06,21604891,19012922
P01BB01,21604893,1792429
P01BC01,21604897,1760616
P01BC02,21604898,19000498
P01BD01,21604900,1760039
P01BE02,21604904,19033634
P01BE03,21604905,19018511
P01BX01,21604910,1766340
P01CA02,21604913,19018545
P01CB01,21604915,19082764
P01CB02,21604916,19131064
P01CC01,21604918,19127551
P01CC02,21604919,920378
P01CX03,21604926,978236
P02BA01,21604930,1750461
P02BA02,21604931,19024775
P02BB01,21604933,40224678
P02CA01,21604941,1794280
P02CA02,21604942,1837289
P02CA03,21604943,1753745
P02CA05,21604945,19096506
P02CA06,21604946,40167608
P02CB01,21604949,19046291
P02CB02,21604950,19025698
P02CC01,21604952,1759270
P02CC02,21604953,1592346
P02CE01,21604955,1389464
P02CF01,21604957,1784444
P02CX01,21604959,19031165
P02DA01,21604963,19018416
P02DX02,21604966,19091464
P03AA03,21604972,19072051
P03AA04,21604973,735850
P03AA05,21604974,19006467
P03AB02,21604978,916751
P03AC01,21604981,42709314
P03AC02,21604982,19037621
P03AC03,21604983,19023819
P03AC04,21604984,922868
P03AX01,21604990,19036946
P03AX03,21604992,993979
P03AX04,21604993,42899832
P03AX05,40253185,916662
P03AX06,1588666,919681
P03BA03,21604998,19086786
P03BX01,21605001,19079469
R01AA02,21605011,19080427
R01AA03,21605012,1143374
R01AA04,21605013,1135766
R01AA05,21605014,925636
R01AA06,21605015,941577
R01AA07,21605016,943852
R01AA08,21605017,914533
R01AA09,21605018,19042445
R01AA12,21605021,19095724
R01AA14,21605023,1343916
R01AA15,45893133,19069106
R01AB01,21605025,1135766
R01AB02,21605026,914533
R01AB03,21605027,941577
R01AB05,21605028,1143374
R01AB06,21605029,943852
R01AB07,21605030,925636
R01AC01,21605033,1152631
R01AC02,21605034,907553
R01AC03,21605035,934075
R01AC04,21605036,951237
R01AC06,21605038,43012162
R01AC07,21605039,1114620
R01AC08,21605040,915855
R01AD01,21605043,1115572
R01AD02,21605044,1550557
R01AD03,21605045,1518254
R01AD04,21605046,1196514
R01AD05,21605047,939259
R01AD06,21605048,920458
R01AD07,21605049,19078460
R01AD08,21605050,1149380
R01AD09,21605051,905233
R01AD11,21605052,903963
R01AD13,43534836,902938
R01AX02,21603198,19008339
R01AX06,21603201,951511
R01AX07,21603202,19001599
R01AX08,21603203,19056694
R01BA01,21603209,1139993
R01BA02,21603210,1154332
R01BA03,21603211,1135766
R02AA02,21603219,19016063
R02AA03,21603220,19054875
R02AA05,21603221,1790812
R02AA06,21603222,989301
R02AA09,21603223,916802
R02AA11,21603225,19095028
R02AA12,21603226,969004
R02AA14,21603228,906874
R02AA15,21603229,1750087
R02AA16,21603230,916460
R02AA17,21603231,19049284
R02AA18,21603232,19001599
R02AA19,21603233,923540
R02AB01,21603236,915981
R02AB02,21603237,19006842
R02AB03,21603238,19097405
R02AB04,21603239,915175
R02AB30,21603240,963742
R02AD01,21603242,917006
R02AD02,21603243,989878
R02AD03,21603244,1001419
R02AD04,21603245,992308
R02AX01,21603247,1156378
R02AX02,1588667,1177480
R03AA01,21603251,1343916
R03AB02,21603253,1183554
R03AB03,21603254,1123995
R03AC02,21603256,1154343
R03AC03,21603257,1236744
R03AC04,21603258,19053979
R03AC05,21603259,19063387
R03AC06,21603260,19068969
R03AC07,21603261,1181809
R03AC08,21603262,1125449
R03AC11,21603265,19043191
R03AC12,21603266,1137529
R03AC13,21603267,1196677
R03AC14,21603268,19097824
R03AC15,21603269,19035396
R03AC16,21603270,19028950
R03AC17,21603271,1138050
R03AC18,21603272,40240664
R03AC19,43534838,45775116
R03BA01,21603284,1115572
R03BA02,21603285,939259
R03BA03,21603286,1196514
R03BA04,21603287,920458
R03BA05,21603288,1149380
R03BA06,21603289,903963
R03BA07,21603290,905233
R03BA08,21603291,902938
R03BC01,21603298,1152631
R03BC03,21603299,1114620
R03BX01,21603301,19107829
R03CA02,21603304,1143374
R03CB01,21603306,1183554
R03CB02,21603307,19009365
R03CB03,21603308,1123995
R03CC02,21603312,1154343
R03CC03,21603313,1236744
R03CC04,21603314,19053979
R03CC05,21603315,19068969
R03CC06,21603316,1181809
R03CC07,21603317,1125449
R03CC08,21603318,19028950
R03CC11,21603321,19043191
R03CC12,21603322,19034275
R03CC13,21603323,19097824
R03CC14,21603324,19035396
R03DA01,21603329,1140088
R03DA02,21603330,19049816
R03DA03,21603331,19029547
R03DA04,21603332,1237049
R03DA05,21603333,1105775
R03DA07,21603335,19137056
R03DA08,21603336,19018518
R03DC01,21603354,1111706
R03DC03,21603356,1154161
R03DX01,21603359,957623
R03DX02,21603360,19058682
R03DX03,21603361,19107829
R03DX05,21603362,1110942
R03DX07,21603364,40236897
R03DX08,1588701,35603983
R03DX09,1123828,35606631
R03DX10,1502111,792993
R05CA01,21603368,943191
R05CA02,21603369,19049909
R05CA03,21603370,1163944
R05CA04,21603371,1781321
R05CA07,21603374,42904041
R05CA08,21603375,19008366
R05CA09,21603376,1189220
R05CA13,43534850,19050346
R05CB01,21603380,1139042
R05CB02,21603381,19030493
R05CB03,21603382,19041843
R05CB04,21603383,19095266
R05CB05,21603384,1354698
R05CB06,21603385,19088167
R05CB07,21603386,19039512
R05CB09,21603388,19071861
R05CB12,21603391,903031
R05CB13,21603392,1125443
R05CB15,21603394,19058933
R05CB16,40254176,994058
R05DA01,21603397,19050414
R05DA03,21603398,1174888
R05DA04,21603399,1201620
R05DA06,21603401,19015787
R05DA07,21603402,19021930
R05DA08,21603403,19024213
R05DA09,21603404,1119510
R05DB01,21603410,1136601
R05DB02,21603411,19056541
R05DB03,21603412,19050863
R05DB04,21603413,19003416
R05DB05,21603414,1140640
R05DB07,21603415,19018885
R05DB09,21603416,19018164
R05DB10,21603417,1150886
R05DB11,21603418,19025258
R05DB13,21603420,19039762
R05DB14,21603421,19091146
R05DB15,21603422,19044719
R05DB16,21603423,19045601
R05DB19,21603426,19054993
R05DB27,21603434,19067412
R05DB28,21603435,19011098
R06AA01,21603447,1139216
R06AA02,21603448,1129625
R06AA04,21603449,1197677
R06AA06,21603450,19049707
R06AA07,21603451,19090000
R06AA08,21603452,1141018
R06AA09,21603453,738818
R06AA10,45893471,942799
R06AB01,21603459,1130863
R06AB02,21603460,1188114
R06AB03,21603461,19028947
R06AB04,21603462,1192710
R06AB05,21603463,933952
R06AB06,21603464,1188052
R06AC01,21603471,1159811
R06AC03,21603473,19049437
R06AC04,21603474,1105853
R06AC05,21603475,19004158
R06AC06,21603476,43012162
R06AD01,21603480,19005570
R06AD02,21603481,1153013
R06AD03,21603482,1037358
R06AD04,21603483,19009250
R06AD07,21603486,19009145
R06AD09,21603488,19003593
R06AE01,21603492,19081195
R06AE03,21603493,909358
R06AE04,21603494,990413
R06AE05,21603495,994341
R06AE06,21603496,19071314
R06AE07,21603497,1149196
R06AE09,21603498,1136422
R06AX01,21603504,19034280
R06AX02,21603505,1110727
R06AX04,21603507,1123534
R06AX05,21603508,951237
R06AX07,21603509,1105889
R06AX09,21603511,1133993
R06AX11,21603512,1150770
R06AX12,21603513,1150836
R06AX13,21603514,1107830
R06AX15,21603515,19008999
R06AX17,21603517,986117
R06AX18,21603518,1140123
R06AX19,21603519,934075
R06AX21,21603520,19101651
R06AX22,21603521,19092433
R06AX23,21603522,19093165
R06AX24,21603523,943634
R06AX25,21603524,19086100
R06AX26,21603525,1153428
R06AX27,21603526,1103006
R07AB01,21603537,738152
R07AB02,21603538,19019088
R07AB03,21603539,19031345
R07AB04,21603540,19059472
R07AB07,21603543,19113052
R07AX01,21603549,19020068
R07AX02,43534853,42709323
S01AA01,21603554,990069
S01AA02,21603555,19095043
S01AA03,21603556,915981
S01AA04,21603557,925952
S01AA05,21603558,19006842
S01AA07,21603559,19056694
S01AA09,21603560,1836948
S01AA10,21603561,915392
S01AA12,21603563,902722
S01AA14,21603565,1728416
S01AA15,21603566,45776730
S01AA16,21603567,19035924
S01AA17,21603568,1746940
S01AA18,21603569,948582
S01AA19,21603570,1717327
S01AA21,21603572,1790868
S01AA22,21603573,19072089
S01AA23,21603574,19017585
S01AA24,21603575,1784749
S01AA26,21603577,1734104
S01AA27,43534854,1778162
S01AB01,21603580,1036425
S01AB02,21603581,1836503
S01AB04,21603583,1036252
S01AD01,21603586,19078156
S01AD02,21603587,905078
S01AD03,21603588,1703687
S01AD06,21603590,908126
S01AD07,21603591,1703603
S01AD08,21603592,19048999
S01AD09,21603593,1757803
S01AE01,43534856,923081
S01AE02,43534857,1721543
S01AE03,43534858,1797513
S01AE04,43534859,1707800
S01AE05,43534860,1742253
S01AE06,43534861,1789276
S01AE07,43534862,1716903
S01AE08,43534863,40161662
S01AX04,21603598,920378
S01AX06,21603600,935390
S01AX08,21603602,19001599
S01AX09,21603603,1790812
S01AX10,21603604,19078151
S01AX14,21603608,19089408
S01AX15,21603609,19029108
S01AX18,21603612,1750087
S01BA01,21603618,1518254
S01BA02,21603619,975125
S01BA03,21603620,1507705
S01BA04,21603621,1550557
S01BA05,21603622,903963
S01BA06,21603623,920458
S01BA07,21603624,955583
S01BA08,21603625,909021
S01BA09,21603626,19005129
S01BA10,21603627,905151
S01BA11,21603628,917205
S01BA13,21603630,977421
S01BA14,21603631,992127
S01BC01,21603639,1178663
S01BC02,21603640,19025925
S01BC03,21603641,1124300
S01BC04,21603642,1156378
S01BC05,21603643,1136980
S01BC06,21603644,1146810
S01BC08,21603646,964407
S01BC10,21603648,909795
S01BC11,21603649,1139179
S01CB01,21603664,1518254
S01CB02,21603665,1550557
S01CB03,21603666,975125
S01CB04,21603667,920458
S01CB05,21603668,955583
S01EA01,21603673,1343916
S01EA02,21603674,990009
S01EA03,21603675,919986
S01EA04,21603676,1398937
S01EA05,21603677,915542
S01EB01,21603680,945286
S01EB02,21603681,940183
S01EB03,21603682,958368
S01EB04,21603683,19004718
S01EB05,21603684,19044337
S01EB06,21603685,717136
S01EB07,21603686,19082111
S01EB09,21603688,19037624
S01EC01,21603693,929435
S01EC02,21603694,924296
S01EC03,21603695,981709
S01EC04,21603696,938044
S01EC05,21603697,904250
S01ED01,21603699,902427
S01ED02,21603700,1322081
S01ED03,21603701,932815
S01ED04,21603702,905531
S01ED05,21603703,950370
S01EE01,21603710,954688
S01EE02,21603711,45775547
S01EE03,21603712,904525
S01EE04,21603713,904501
S01EE05,21603714,42709325
S01EX01,21603716,1366279
S01EX02,21603717,19086622
S01EX05,1502049,793351
S01FA01,21605060,914335
S01FA02,21605061,965748
S01FA03,21605062,1158632
S01FA04,21605063,910232
S01FA05,21605064,1101703
S01FA06,21605065,906072
S01FB01,21605068,1135766
S01FB02,21605069,1143374
S01FB03,21605070,19113028
S01GA01,21605073,914533
S01GA02,21605074,941577
S01GA03,21605075,943852
S01GA04,21605076,925636
S01GA05,21605077,1135766
S01GX01,21605085,1152631
S01GX02,21605086,907553
S01GX04,21605088,1114620
S01GX05,21605089,967496
S01GX06,21605090,903893
S01GX07,21605091,934075
S01GX08,21605092,986117
S01GX09,21605093,915855
S01GX10,21605094,943634
S01GX11,43534864,40224159
S01HA01,21605098,1001419
S01HA02,21605099,935529
S01HA03,21605100,1036884
S01HA04,21605101,929504
S01HA05,21605102,751698
S01HA06,21605103,923840
S01HA07,21605104,989878
S01JA01,21605108,996625
S01KA02,21605115,902251
S01KX01,21605118,19096710
S01LA01,21605121,912803
S01LA03,21605123,19063605
S01LA04,21605124,19080982
S01LA05,40257019,40244266
S01XA02,21605128,19008339
S01XA04,21605130,19049909
S01XA06,21605132,19050414
S01XA07,21605133,19115033
S01XA08,21605134,1139042
S01XA10,21605136,44784845
S01XA11,21605137,1514412
S01XA12,21605138,988294
S01XA13,21605139,1347450
S01XA14,21605140,1367571
S01XA15,21605141,19011773
S01XA18,21605142,19010482
S01XA21,43534866,910888
S01XA22,44819163,42904298
S01XA23,1588635,19034726
S01XA25,1502093,40220740
S02AA01,21605147,990069
S02AA02,21605148,920378
S02AA03,21605149,929698
S02AA04,21605150,19112524
S02AA05,21605151,980867
S02AA06,21605152,1776430
S02AA07,21605153,915981
S02AA08,21605154,1836948
S02AA09,21605155,1790812
S02AA10,21605156,929549
S02AA11,21605157,948582
S02AA12,21605158,19035924
S02AA13,21605159,907879
S02AA15,21605161,1797513
S02AA16,21605162,923081
S02BA01,21605166,975125
S02BA03,21605167,1550557
S02BA06,21605168,1518254
S02BA07,21605169,920458
S02DA01,21605182,989878
S02DA02,21605183,1001419
S02DA03,21605184,1036059
S02DA04,40257080,923840
S03AA01,21605190,915981
S03AA02,21605191,1836948
S03AA03,21605192,948582
S03AA04,21605193,1790812
S03AA05,21605194,19001599
S03AA07,21605196,1797513
S03AA08,21605197,990069
S03BA01,21605201,1518254
S03BA02,21605202,1550557
S03BA03,21605203,920458
V03AB01,21605230,1781321
V03AB04,21605233,1727468
V03AB08,21605236,19069907
V03AB09,21605237,1728903
V03AB13,21605238,19053171
V03AB14,21605239,19054245
V03AB15,21605240,1114220
V03AB16,21605241,955372
V03AB17,21605242,905518
V03AB18,21605243,19135788
V03AB19,21605244,19044337
V03AB20,21605245,19057346
V03AB21,21605246,19049909
V03AB22,21605247,1319051
V03AB23,21605248,1139042
V03AB25,21605250,19055153
V03AB26,21605251,19004724
V03AB27,21605252,19012223
V03AB31,21605254,19095769
V03AB32,21605255,19061083
V03AB33,21605256,1377023
V03AB34,21605257,19022479
V03AB35,21605258,35604506
V03AB36,40257155,1335539
V03AB37,1588672,35602981
V03AB38,1502092,1510363
V03AC01,21605260,1711947
V03AC02,21605261,19011091
V03AC03,21605262,1786055
V03AE01,21605264,45775570
V03AE02,21605265,952004
V03AE03,21605266,990028
V03AE05,44819164,44785066
V03AE07,1588691,951469
V03AE08,1588706,45776202
V03AE10,1501773,1510687
V03AF01,21605269,1354698
V03AF02,21605270,1353011
V03AF05,21605273,1350040
V03AF07,21605275,1304565
V03AF08,21605276,19038562
V03AF09,21605277,42709319
V03AH01,21605282,1523280
V03AN01,21605286,19025274
V03AN02,21605287,19046180
V03AN03,21605288,19067073
V03AN04,21605289,19020477
V03AN05,21605290,19103572
V03AZ01,21605294,955372
V03AX03,43534867,42874220
V04CA01,21605299,1502855
V04CA02,21605300,1560524
V04CC01,21605304,970011
V04CC02,21605305,19093848
V04CC03,21605306,19067803
V04CD01,21605309,19007490
V04CD03,21605310,19077457
V04CD04,21605311,19048699
V04CD05,21605312,19056701
V04CD06,45893508,963973
V04CE01,21605314,19112526
V04CE02,21605315,19000826
V04CF01,21605317,19010871
V04CG04,21605322,19030376
V04CG05,21605323,905518
V04CH03,21605328,19035307
V04CH30,21605330,19129646
V04CJ01,21605332,19007721
V04CJ02,21605333,19001701
V04CK01,21605335,19066188
V04CK02,21605336,19058355
V04CK03,21605337,19035595
V04CM01,21605340,19089810
V06DC01,21605352,1560524
V06DC02,21605353,956691
V08AA01,21605375,45775324
V08AA03,21605377,19080542
V08AA04,21605378,45775579
V08AB01,21605386,19125554
V08AB02,21605387,19080985
V08AB04,21605389,19081224
V08AB05,21605390,19003206
V08AB06,21605391,19067271
V08AB07,21605392,19069131
V08AB08,21605393,19069110
V08AB09,21605394,19003201
V08AB11,21605396,19053540
V08AB12,21605397,19003249
V08AC04,21605402,19080817
V08AC06,21605404,19081256
V08AC07,21605405,19033638
V08AD03,21605412,19054048
V08AD04,21605413,19081269
V08CA03,21605422,19103699
V08CA04,21605423,19097463
V08CA05,21605424,19092105
V08CA06,21605425,19089496
V08CA07,21605426,19095744
V08CA09,21605428,19048493
V08CA11,21605430,43012718
V08CB01,21605432,19024772
V08DA01,21605439,43013871
V08DA05,21605443,45892833
V09AA01,21605447,43533114
V09AA02,21605448,19011066
V09AB03,21605452,43531992
V09AX06,45893529,44816302
V09DA01,21605476,19100437
V09DB05,21605486,43526990
V09EX03,21605502,19066436
V09FX01,21605505,44814442
V09FX02,21605506,19135933
V09GA01,21605511,44784981
V09GB01,21605519,19080438
V09HX01,21605535,19069078
V09IA06,21605543,19054914
V09IA09,44819167,43526522
V09IB01,21605545,35603786
V09IX04,21605553,43012202
V09IX12,1123899,36249810
V09XX01,21605563,19135931
V10BX01,21605582,19132890
V10BX02,21605583,19018483
V10XA53,21605589,19054997
V10XX01,21605591,19135940
